title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Advance Wars,Game Boy Advance,9.9,2001,9,10,2925,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7
Gallop Racer 2001,PlayStation 2,7.9,2001,9,5,8362,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
Dave Mirra Freestyle BMX 2,PlayStation 2,8.0,2001,9,4,1412,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38
ESPN X Games Skateboarding,Game Boy Advance,5.5,2001,9,27,8185,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
ICO,PlayStation 2,9.4,2001,9,25,4168,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47
NHL Hitz 20-02,PlayStation 2,7.6,2001,9,25,3569,Sports,Midway Games,0.28,0.22,0.0,0.07,0.56
Kinetica,PlayStation 2,8.0,2001,10,16,5599,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32
Devil May Cry,PlayStation 2,9.6,2001,10,16,476,Action,Capcom,1.36,0.86,0.64,0.13,2.99
NASCAR Thunder 2002,PlayStation 2,8.3,2001,10,16,1751,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16
Paris-Dakar Rally,PlayStation 2,2.5,2001,10,15,8739,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15
The Mummy Returns,PlayStation 2,4.6,2001,10,15,3965,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5
Yanya Caballista: City Skater,PlayStation 2,4.0,2001,10,15,13061,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05
Victorious Boxers: Ippo's Road to Glory,PlayStation 2,8.6,2001,11,7,4173,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
Cel Damage,Xbox,6.5,2001,11,6,9787,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
NBA Live 2002,PlayStation 2,7.6,2001,11,1,932,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86
Tetris Worlds,Game Boy Advance,5.5,2001,10,12,1049,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71
Sports Illustrated for Kids: Football,Game Boy Advance,5.0,2001,10,10,8006,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18
F1 2001,PlayStation 2,7.8,2001,10,8,8851,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15
Formula One 2001,PlayStation 2,7.0,2001,10,8,6604,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation 2,8.4,2001,11,6,2756,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
SSX Tricky,PlayStation 2,9.4,2001,11,6,1027,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73
Burnout,PlayStation 2,8.6,2001,11,2,2768,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
Sunny Garcia Surfing,PlayStation 2,7.0,2001,10,30,14433,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
Top Gun: Combat Zones,PlayStation 2,5.9,2001,10,30,2247,Simulation,Titus,0.45,0.35,0.0,0.12,0.92
Tony Hawk's Pro Skater 3,PlayStation 2,9.7,2001,10,30,249,Sports,Activision,2.66,1.29,0.01,0.46,4.41
Arctic Thunder,PlayStation 2,3.0,2001,10,5,5257,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36
LEGO Racers 2,PlayStation 2,6.0,2001,10,4,9553,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
X-Men: Reign of Apocalypse,Game Boy Advance,7.0,2001,10,4,6130,Action,Activision,0.2,0.08,0.0,0.01,0.28
Project Eden,PlayStation 2,7.8,2001,11,2,11011,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09
FIFA Soccer 2002,PlayStation 2,8.5,2001,11,2,3226,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63
Crash Bandicoot: The Wrath of Cortex,PlayStation 2,7.4,2001,11,1,168,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42
Looney Tunes: Sheep Raider,PlayStation,8.0,2001,10,26,9800,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12
Stronghold,PC,8.7,2001,10,26,10007,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11
Supercar Street Challenge,PlayStation 2,5.7,2001,10,24,1820,Racing,Activision,0.55,0.43,0.0,0.14,1.12
Castlevania Chronicles,PlayStation,7.8,2001,10,24,9341,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
F-14 Tomcat,Game Boy Advance,6.0,2001,11,1,2916,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7
Boxing Fever,Game Boy Advance,8.5,2001,10,23,11556,Sports,THQ,0.06,0.02,0.0,0.0,0.08
Grand Theft Auto III,PlayStation 2,9.6,2001,10,22,39,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
Thunderstrike: Operation Phoenix,PlayStation 2,7.0,2001,10,22,5382,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34
Dead or Alive 3,Xbox,9.4,2001,11,12,987,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77
Dave Mirra Freestyle BMX 2,Xbox,6.9,2001,11,12,7671,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2
Driven,PlayStation 2,2.0,2001,11,12,8726,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15
James Bond 007: Agent Under Fire,PlayStation 2,7.9,2001,11,12,364,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
Shaun Palmer's Pro Snowboarder,PlayStation 2,3.0,2001,11,12,2820,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73
NFL Fever 2002,Xbox,7.9,2001,11,12,2085,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99
Tony Hawk's Pro Skater 2,Nintendo 64,8.6,2001,11,11,2707,Sports,Activision,0.59,0.16,0.0,0.01,0.76
Golden Sun,Game Boy Advance,9.7,2001,11,9,992,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76
Oddworld: Munch's Oddysee,Xbox,7.4,2001,11,9,2807,Platform,Atari,0.54,0.16,0.0,0.03,0.73
Tony Hawk's Pro Skater 3,PlayStation,9.6,2001,11,9,1092,Sports,Activision,1.09,0.49,0.02,0.07,1.67
Harry Potter and the Sorcerer's Stone,PlayStation,8.0,2001,11,9,331,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
Mega Man Battle Network,Game Boy Advance,8.5,2001,11,9,4576,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42
Project Gotham Racing,Xbox,8.8,2001,11,9,776,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
Halo: Combat Evolved,Xbox,9.7,2001,11,9,130,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43
Fuzion Frenzy,Xbox,8.3,2001,11,8,1654,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21
NASCAR Thunder 2002,Xbox,8.5,2001,11,8,5480,Racing,Electronic Arts,0.25,0.07,0.0,0.01,0.33
"Monsters, Inc. Scream Team",PlayStation,7.5,2001,11,7,3573,Platform,Sony Computer Entertainment,0.31,0.21,0.0,0.04,0.56
Metal Gear Solid 2: Sons of Liberty,PlayStation 2,9.7,2001,11,16,143,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05
Harry Potter and the Sorcerer's Stone,PC,6.4,2001,11,16,12686,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06
Half-Life,PlayStation 2,9.1,2001,11,16,3360,Shooter,Vivendi Games,0.29,0.23,0.0,0.08,0.6
Stunt GP,PlayStation 2,5.0,2001,11,16,13213,Racing,Titus,0.02,0.02,0.0,0.01,0.05
NHL Hitz 20-02,Xbox,8.0,2001,11,14,6283,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27
Dark Summit,Xbox,7.9,2001,11,14,10559,Sports,THQ,0.08,0.02,0.0,0.0,0.1
Tony Hawk's Pro Skater 2x,Xbox,7.5,2001,11,13,3192,Sports,Activision,0.41,0.19,0.0,0.03,0.63
AirForce Delta Storm,Xbox,6.2,2001,11,13,8045,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
Vampire Night,PlayStation 2,7.3,2001,11,13,9302,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
Midnight Club: Street Racing,Game Boy Advance,4.5,2001,11,20,4133,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48
Harry Potter and the Sorcerer's Stone,Game Boy Color,7.0,2001,11,20,11491,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08
NBA Live 2002,Xbox,7.8,2001,11,20,4862,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4
Harry Potter and the Sorcerer's Stone,Game Boy Advance,6.0,2001,11,20,1068,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
Mad Dash Racing,Xbox,7.7,2001,11,20,8973,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15
NFL 2K2,PlayStation 2,9.0,2001,11,20,2343,Sports,Sega,0.44,0.34,0.0,0.11,0.89
Wario Land 4,Game Boy Advance,9.0,2001,11,20,711,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
WWF SmackDown! Just Bring It,PlayStation 2,7.8,2001,11,19,531,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
Shrek,Xbox,5.6,2001,11,19,5264,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36
Scooby-Doo and the Cyber Chase,Game Boy Advance,3.5,2001,11,16,4683,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41
Jak and Daxter: The Precursor Legacy,PlayStation 2,9.4,2001,12,4,346,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
Super Bust-A-Move,Game Boy Advance,8.8,2001,12,4,13209,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
Baldur's Gate: Dark Alliance,PlayStation 2,9.4,2001,12,3,1600,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24
NFL GameDay 2002,PlayStation 2,6.0,2001,12,3,5002,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.38
Arctic Thunder,Xbox,6.0,2001,12,3,9968,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12
Gradius Galaxies,Game Boy Advance,7.5,2001,11,28,11354,Shooter,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
IL-2 Sturmovik,PC,8.3,2001,11,28,16070,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01
NCAA Final Four 2002,PlayStation 2,6.0,2001,11,28,5797,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
Madden NFL 2002,Game Boy Advance,7.8,2001,11,28,5676,Sports,Electronic Arts,0.23,0.08,0.0,0.01,0.32
Jackie Chan Adventures: Legend of the Dark Hand,Game Boy Advance,7.0,2001,11,30,7966,Action,Activision,0.13,0.05,0.0,0.0,0.19
Frogger: The Great Quest,PlayStation 2,3.0,2001,11,30,1613,Platform,Konami Digital Entertainment,0.6,0.47,0.0,0.16,1.23
Empire Earth,PC,8.5,2001,11,29,13169,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05
The Powerpuff Girls: Chemical X-Traction,PlayStation,2.0,2001,11,29,6659,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25
Dynasty Warriors 3,PlayStation 2,8.5,2001,11,28,923,Action,THQ,0.53,0.16,1.07,0.1,1.87
Dark Summit,PlayStation 2,7.6,2001,11,27,7315,Sports,THQ,0.11,0.08,0.0,0.03,0.21
Wave Rally,PlayStation 2,7.1,2001,11,27,6325,Racing,Eidos Interactive,0.13,0.1,0.0,0.03,0.27
Syphon Filter 3,PlayStation,7.5,2001,11,27,3837,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52
Jeremy McGrath Supercross World,PlayStation 2,4.9,2001,11,26,7000,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23
Frequency,PlayStation 2,9.0,2001,11,26,7844,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19
Amped: Freestyle Snowboarding,Xbox,8.5,2001,11,21,2517,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82
Max Payne,PlayStation 2,8.1,2001,12,11,408,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
NHL 2002,Xbox,9.0,2001,12,11,6341,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
F1 2001,Xbox,8.5,2001,12,10,12321,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06
Max Payne,Xbox,8.9,2001,12,10,1648,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22
Dragon Rage,PlayStation 2,6.2,2001,12,10,12613,Shooter,3DO,0.03,0.02,0.0,0.01,0.06
SSX Tricky,Xbox,9.0,2001,12,10,4503,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43
Wizardry: Tale of the Forsaken Land,PlayStation 2,7.2,2001,12,21,11222,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.09
Shadow Hearts,PlayStation 2,5.5,2001,12,20,6124,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28
The Legend of Alon D'ar,PlayStation 2,4.3,2001,12,20,11460,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08
Driven,Game Boy Advance,6.5,2002,1,15,14171,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03
NBA 2K2,PlayStation 2,8.6,2002,1,14,1650,Sports,Sega,0.59,0.46,0.01,0.15,1.22
Tsugunai: Atonement,PlayStation 2,8.4,2001,12,10,12727,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06
Azurik: Rise of Perathia,Xbox,6.5,2001,12,7,6849,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24
Mat Hoffman's Pro BMX,Game Boy Advance,8.6,2001,12,7,6358,Sports,Activision,0.19,0.07,0.0,0.0,0.27
No Rules: Get Phat,Game Boy Advance,3.0,2001,12,7,13593,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
American Bass Challenge,Game Boy Advance,8.0,2001,12,7,13259,Sports,Starfish,0.03,0.01,0.0,0.0,0.05
Drakan: The Ancients' Gates,PlayStation 2,8.1,2002,2,1,6573,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
Salt Lake 2002,PlayStation 2,2.0,2002,1,31,9321,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14
Kao the Kangaroo,Game Boy Advance,5.0,2002,1,30,16241,Platform,Titus,0.01,0.0,0.0,0.0,0.01
Genma Onimusha,Xbox,8.3,2002,1,30,6815,Action,Capcom,0.14,0.04,0.05,0.01,0.24
Tekken Advance,Game Boy Advance,8.5,2002,1,30,4373,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45
Final Fantasy X,PlayStation 2,9.5,2001,12,18,87,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05
MX 2002 Featuring Ricky Carmichael,Game Boy Advance,5.0,2002,1,10,8684,Racing,THQ,0.11,0.04,0.0,0.0,0.16
Dave Mirra Freestyle BMX 2,Game Boy Advance,8.4,2001,12,7,7824,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19
Namco Museum,PlayStation 2,7.0,2001,12,6,955,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82
The Sims: Hot Date,PC,8.4,2001,12,6,956,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82
MX 2002 Featuring Ricky Carmichael,Xbox,7.5,2001,12,5,9460,Racing,THQ,0.1,0.03,0.0,0.0,0.13
NASCAR Heat 2002,Xbox,7.8,2001,12,5,7516,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2
Star Wars Starfighter: Special Edition,Xbox,7.8,2001,12,5,4674,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42
Dark Arena,Game Boy Advance,8.0,2002,1,30,13503,Shooter,THQ,0.03,0.01,0.0,0.0,0.04
Planet of the Apes,Game Boy Advance,6.0,2001,12,14,14563,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03
Shaun Palmer's Pro Snowboarder,Game Boy Advance,4.0,2001,12,13,5214,Sports,Activision,0.26,0.1,0.0,0.01,0.36
High Heat Major League Baseball 2003,PlayStation 2,8.8,2002,2,14,5115,Sports,3DO,0.18,0.14,0.0,0.05,0.37
Maximo: Ghosts to Glory,PlayStation 2,9.2,2002,2,13,2682,Platform,Capcom,0.38,0.29,0.0,0.1,0.77
NFL 2K2,Xbox,8.3,2002,1,9,8203,Sports,Sega,0.13,0.04,0.0,0.01,0.18
Rez,PlayStation 2,8.5,2002,1,8,12888,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
Silent Hill 2: Restless Dreams,Xbox,8.2,2002,1,4,6203,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28
NBA Inside Drive 2002,Xbox,8.7,2002,1,24,5100,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37
Star Wars: Jedi Power Battles,Game Boy Advance,4.0,2002,1,24,9219,Action,THQ,0.1,0.04,0.0,0.0,0.14
Mobile Suit Gundam: Zeonic Front,PlayStation 2,6.5,2002,1,23,4544,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43
Midway's Greatest Arcade Hits,Game Boy Advance,3.5,2001,12,13,6669,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25
Legends of Wrestling,PlayStation 2,4.9,2001,12,12,2724,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76
Prehistorik Man,Game Boy Advance,6.0,2002,2,13,15364,Platform,THQ,0.01,0.01,0.0,0.0,0.02
NFL Blitz 20-02,PlayStation 2,8.0,2002,2,11,6193,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28
ESPN International Winter Sports 2002,PlayStation 2,5.5,2002,2,11,12776,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
Blood Wake,Xbox,8.4,2002,1,3,3539,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57
Mega Man X6,PlayStation,8.0,2002,1,2,4645,Action,Capcom,0.14,0.1,0.16,0.03,0.42
Star Wars: Obi-Wan,Xbox,5.9,2002,1,2,2911,Action,Activision,0.52,0.16,0.0,0.02,0.7
Jade Cocoon 2,PlayStation 2,7.9,2001,12,28,10603,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1
Giants: Citizen Kabuto,PlayStation 2,8.0,2001,12,21,12415,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06
Hoshigami: Ruining Blue Earth,PlayStation,4.0,2002,1,22,13334,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05
Hot Wheels: Burnin' Rubber,Game Boy Advance,8.0,2002,2,7,12248,Racing,THQ,0.05,0.02,0.0,0.0,0.06
Jonny Moseley Mad Trix,PlayStation 2,3.0,2002,2,7,9070,Sports,3DO,0.07,0.05,0.0,0.02,0.14
World Tour Soccer 2002,PlayStation 2,8.1,2002,2,27,9295,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
Circus Maximus: Chariot Wars,Xbox,3.8,2002,2,26,11882,Racing,THQ,0.05,0.02,0.0,0.0,0.07
ESPN NBA 2Night 2002,PlayStation 2,5.7,2002,2,26,14150,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
Hot Shots Golf 3,PlayStation 2,8.0,2002,3,8,500,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
NBA Jam 2002,Game Boy Advance,2.0,2002,3,7,10028,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
Grandia II,PlayStation 2,7.0,2002,2,6,5960,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29
Salt Lake 2002,Game Boy Advance,5.1,2002,2,6,12471,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06
Forever Kingdom,PlayStation 2,7.0,2002,2,6,10867,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09
Sonic Advance,Game Boy Advance,9.1,2002,2,5,722,Platform,Sega,1.19,0.71,0.22,0.13,2.24
NBA 2K2,Xbox,8.8,2002,2,26,7581,Sports,Sega,0.15,0.04,0.0,0.01,0.2
Doubutsu no Mori,Nintendo 64,8.6,2002,2,26,5760,Simulation,Nintendo,0.0,0.0,0.26,0.05,0.31
Pirates: The Legend of Black Kat,PlayStation 2,7.3,2002,2,25,9106,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14
Star Wars Racer Revenge,PlayStation 2,8.4,2002,2,22,5794,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31
Tony Hawk's Pro Skater 3,Game Boy Advance,9.6,2002,3,6,3869,Sports,Activision,0.37,0.14,0.0,0.01,0.52
Tony Hawk's Pro Skater 3,Xbox,9.5,2002,3,6,3663,Sports,Activision,0.34,0.18,0.0,0.02,0.55
Zone of the Enders: The Fist of Mars,Game Boy Advance,6.3,2002,3,5,12700,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
NHL 2002,Game Boy Advance,7.9,2002,3,18,9707,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
Peter Pan in Disney's Return to Never Land,PlayStation,5.3,2002,3,18,15014,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
UFC: Tapout,Xbox,8.3,2002,2,21,7719,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2
Puyo Pop,Game Boy Advance,9.0,2002,2,21,13092,Puzzle,Sega,0.04,0.01,0.0,0.0,0.05
Breath of Fire,Game Boy Advance,7.6,2002,2,20,7172,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22
New Legends,Xbox,5.5,2002,2,20,10973,Action,THQ,0.07,0.02,0.0,0.0,0.09
Fatal Frame,PlayStation 2,7.9,2002,3,5,9018,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14
Knockout Kings 2002,Xbox,8.8,2002,3,5,6406,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27
Command & Conquer Renegade,PC,7.4,2002,3,4,16342,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01
Ecco the Dolphin: Defender of the Future,PlayStation 2,7.8,2002,3,4,9169,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
Mister Mosquito,PlayStation 2,7.5,2002,3,14,6218,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28
State of Emergency,PlayStation 2,8.3,2002,2,15,997,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76
Crash Bandicoot: The Huge Adventure,Game Boy Advance,9.0,2002,3,1,1032,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73
All-Star Baseball 2003,PlayStation 2,8.9,2002,3,1,2685,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77
All-Star Baseball 2003,Xbox,8.9,2002,3,1,6593,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26
RalliSport Challenge,Xbox,9.2,2002,2,28,3551,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57
Tiger Woods PGA Tour 2002,PlayStation 2,8.0,2002,2,27,2296,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9
Pac-Man World 2,PlayStation 2,7.9,2002,2,27,1242,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51
Herdy Gerdy,PlayStation 2,7.5,2002,3,13,7306,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22
Triple Play 2002,PlayStation 2,5.9,2002,3,12,2403,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87
Sled Storm,PlayStation 2,8.5,2002,3,12,4400,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45
Mike Tyson Boxing,Game Boy Advance,4.8,2002,3,12,13775,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04
Shadow Man: 2econd Coming,PlayStation 2,7.7,2002,3,11,8548,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16
Knockout Kings 2002,PlayStation 2,8.9,2002,3,8,2281,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91
World of Outlaws: Sprint Cars 2002,PlayStation 2,7.3,2002,4,3,4144,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48
Army Men: RTS,PlayStation 2,5.4,2002,4,1,10162,Strategy,3DO,0.05,0.04,0.0,0.01,0.11
Smash Court Tennis Pro Tournament,PlayStation 2,8.0,2002,3,29,8245,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
King's Field: The Ancient City,PlayStation 2,6.6,2002,3,27,10657,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1
Shrek Swamp Kart Speedway,Game Boy Advance,3.0,2002,3,27,5827,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3
Konami Collector's Series: Arcade Advanced,Game Boy Advance,9.0,2002,3,26,3170,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64
WRC: World Rally Championship,PlayStation 2,8.7,2002,3,22,6740,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25
Space Invaders,Game Boy Advance,8.1,2002,3,20,10392,Shooter,Activision,0.08,0.03,0.0,0.0,0.11
Baseball Advance,Game Boy Advance,8.8,2002,3,20,9355,Sports,Sega,0.1,0.04,0.0,0.0,0.13
NFL Blitz 20-02,Xbox,8.0,2002,3,20,10849,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
Triple Play 2002,Xbox,3.8,2002,3,19,6638,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
Ice Age,Game Boy Advance,4.5,2002,3,19,5007,Action,Ubisoft,0.27,0.1,0.0,0.01,0.38
Virtua Fighter 4,PlayStation 2,9.3,2002,3,19,962,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
Top Angler: Real Bass Fishing,PlayStation 2,3.9,2002,4,12,10239,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11
Motocross Maniacs Advance,Game Boy Advance,6.0,2002,4,12,6275,Racing,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.27
Broken Sword: The Shadow of the Templars,Game Boy Advance,7.5,2002,4,9,12591,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06
Pirates: The Legend of Black Kat,Xbox,6.0,2002,4,9,12269,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06
Tom Clancy's Rainbow Six: Rogue Spear,Game Boy Advance,8.4,2002,4,9,10044,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
The Scorpion King: Sword of Osiris,Game Boy Advance,8.0,2002,4,8,7958,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19
The Sims: Vacation,PC,8.0,2002,4,8,457,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
Monster Jam: Maximum Destruction,Game Boy Advance,5.5,2002,4,5,10526,Racing,Ubisoft,0.07,0.03,0.0,0.0,0.1
Scooby-Doo! Night of 100 Frights,PlayStation 2,6.7,2002,6,5,788,Platform,THQ,1.17,0.72,0.0,0.22,2.1
All-Star Baseball 2003,Game Boy Advance,7.8,2002,6,5,8890,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15
Way of the Samurai,PlayStation 2,7.8,2002,6,4,3879,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
